CustomerID,Churn,Tenure,PreferredLoginDevice,CityTier,WarehouseToHome,PreferredPaymentMode,Gender,HourSpendOnApp,NumberOfDeviceRegistered,PreferedOrderCat,SatisfactionScore,MaritalStatus,NumberOfAddress,Complain,OrderAmountHikeFromlastYear,CouponUsed,OrderCount,DaySinceLastOrder,CashbackAmount
50211,0,7.0,Mobile Phone,1,19.0,E-Wallet,Male,2,4,Mobile Phone,5,Single,5,0,22,3,1,2.0,203.37
50212,0,11.0,Computer,1,20.0,Credit Card,Male,2,3,Mobile Phone,5,Married,3,1,17,0,2,8.0,190.83
50213,0,10.0,Computer,3,12.0,Debit Card,Female,2,3,Mobile Phone,3,Single,1,0,21,1,3,3.0,181.39
50214,0,2.0,Computer,2,26.0,Debit Card,Male,1,3,Fashion,4,Divorced,4,0,17,4,1,1.0,234.37
50215,0,12.0,Mobile Phone,3,13.0,E-Wallet,Female,3,2,Laptop & Accessory,5,Divorced,4,0,12,4,1,3.0,187.18
50216,1,2.0,Mobile Phone,2,16.0,Credit Card,Female,5,2,Grocery,5,Single,4,0,15,0,1,0.0,151.91
50217,0,3.0,Mobile Phone,3,13.0,E-Wallet,Female,2,3,Laptop & Accessory,3,Divorced,3,0,15,4,2,5.0,147.0
50218,0,13.0,Computer,1,15.0,Credit Card,Male,3,3,Mobile Phone,3,Married,2,1,11,2,1,1.0,165.73
50219,0,10.0,Mobile Phone,3,6.0,Cash on Delivery,Female,3,5,Fashion,2,Married,4,0,13,2,6,1.0,156.99
50220,0,18.0,Mobile Phone,1,5.0,Cash on Delivery,Female,4,3,Laptop & Accessory,5,Married,4,1,14,1,5,14.0,213.12
50221,0,10.0,Mobile Phone,2,27.0,UPI,Male,3,2,Others,1,Single,7,0,21,3,3,6.0,191.86
50222,0,8.0,Mobile Phone,1,8.0,UPI,Female,2,4,Laptop & Accessory,4,Single,1,1,10,0,3,6.0,162.21
50223,1,0.0,Mobile Phone,3,7.0,Cash on Delivery,Female,2,2,Others,2,Single,2,0,19,1,1,4.0,163.74
50224,1,4.0,Mobile Phone,3,5.0,UPI,Female,3,3,Laptop & Accessory,2,Married,2,1,11,1,2,8.0,203.13
50225,1,3.0,Computer,3,9.0,Cash on Delivery,Male,4,4,Laptop & Accessory,3,Single,4,0,10,2,6,6.0,215.44
50226,1,2.0,Computer,1,5.0,E-Wallet,Female,2,5,Laptop & Accessory,5,Married,1,1,19,0,2,4.0,101.26
50227,1,36.0,Mobile Phone,1,28.0,Debit Card,Male,2,4,Mobile Phone,1,Single,1,1,17,2,5,14.0,168.15
50228,0,4.0,Computer,1,23.0,Cash on Delivery,Male,4,4,Others,4,Married,8,0,20,2,5,0.0,178.66
50229,1,22.0,Mobile Phone,2,9.0,Cash on Delivery,Male,4,4,Fashion,1,Single,1,0,18,1,2,12.0,196.93
50230,0,9.0,Computer,3,33.0,Cash on Delivery,Male,5,5,Grocery,2,Single,4,0,23,2,5,2.0,179.52
50231,0,15.0,Mobile Phone,1,22.0,UPI,Female,3,2,Others,3,Single,2,1,17,2,5,3.0,191.29
50232,0,6.0,Mobile Phone,1,12.0,UPI,Male,2,1,Mobile Phone,3,Married,4,0,14,1,4,0.0,165.52
50233,0,8.0,Mobile Phone,1,5.0,UPI,Male,3,2,Others,2,Divorced,3,0,16,2,4,3.0,142.77
50234,0,6.0,Mobile Phone,3,33.0,UPI,Male,3,2,Fashion,3,Single,5,0,19,1,1,4.0,206.37
50235,1,2.0,Mobile Phone,1,5.0,E-Wallet,Male,1,4,Others,1,Married,5,0,11,3,1,25.0,207.64
50236,1,12.0,Mobile Phone,3,5.0,Cash on Delivery,Female,3,3,Mobile Phone,3,Divorced,1,1,12,0,1,16.0,201.07
50237,0,3.0,Computer,1,23.0,E-Wallet,Female,3,3,Mobile Phone,5,Divorced,1,0,13,1,1,15.0,208.19
50238,1,0.0,Mobile Phone,3,33.00999999999999,UPI,Male,2,1,Grocery,5,Married,2,0,10,1,4,1.0,136.13
50239,1,10.0,Mobile Phone,2,26.0,E-Wallet,Female,3,4,Fashion,3,Single,3,1,15,4,1,21.0,154.7
50240,0,1.0,Computer,1,19.0,Cash on Delivery,Male,3,3,Grocery,4,Single,5,0,10,3,4,2.0,219.79
50241,0,28.0,Mobile Phone,3,19.0,Cash on Delivery,Female,5,4,Laptop & Accessory,5,Single,2,0,15,0,3,8.0,189.25
50242,0,30.0,Mobile Phone,1,21.0,UPI,Female,1,3,Mobile Phone,1,Married,3,0,18,1,1,1.0,177.25
50243,0,24.0,Mobile Phone,2,21.0,Cash on Delivery,Male,2,3,Grocery,4,Married,1,0,13,2,7,3.0,164.92
50244,0,4.0,Mobile Phone,2,17.0,E-Wallet,Female,3,2,Mobile Phone,5,Married,4,0,21,0,2,15.0,225.72
50245,1,0.0,Computer,1,15.0,Credit Card,Male,2,2,Mobile Phone,1,Single,6,1,10,2,7,13.0,104.18
50246,0,26.0,Mobile Phone,3,14.0,Cash on Delivery,Male,3,4,Laptop & Accessory,2,Single,2,0,19,2,3,5.0,186.76
50247,0,5.0,Mobile Phone,2,8.0,E-Wallet,Female,3,5,Mobile Phone,5,Divorced,2,0,17,0,4,7.0,172.34
50248,0,34.0,Mobile Phone,3,12.0,E-Wallet,Female,2,3,Grocery,3,Divorced,1,0,10,1,3,0.0,124.9
50249,0,33.0,Mobile Phone,1,5.0,E-Wallet,Male,3,2,Fashion,1,Married,3,0,25,4,3,5.0,239.67
50250,1,19.0,Computer,1,14.0,Cash on Delivery,Female,3,3,Others,2,Single,3,1,14,1,2,4.0,67.38
50251,0,3.0,Computer,1,7.0,Credit Card,Female,2,4,Grocery,3,Divorced,1,0,11,2,3,0.0,179.85
50252,0,4.0,Mobile Phone,3,6.0,UPI,Male,4,4,Laptop & Accessory,4,Single,2,0,10,2,3,0.0,196.14
50253,0,19.0,Mobile Phone,3,16.0,UPI,Male,4,2,Others,4,Married,2,0,14,0,4,0.0,136.0
50254,0,3.0,Mobile Phone,1,26.0,Cash on Delivery,Female,3,1,Mobile Phone,5,Single,3,0,14,2,2,5.0,186.09
50255,1,1.0,Mobile Phone,1,22.0,Cash on Delivery,Male,3,4,Grocery,2,Married,3,0,15,1,1,0.0,166.02
50256,0,8.0,Mobile Phone,3,5.0,Debit Card,Male,3,3,Others,3,Married,1,0,13,1,3,2.0,214.52
50257,0,27.0,Computer,3,7.0,Credit Card,Female,4,2,Grocery,3,Divorced,4,0,17,3,5,1.0,315.55
50258,1,11.0,Mobile Phone,3,22.0,E-Wallet,Female,3,1,Mobile Phone,3,Married,4,1,13,2,5,3.0,188.54
50259,0,8.0,Mobile Phone,1,7.0,E-Wallet,Male,3,3,Grocery,2,Divorced,2,0,10,4,1,5.0,199.16
50260,0,1.0,Mobile Phone,1,13.0,UPI,Female,4,4,Laptop & Accessory,5,Married,1,1,14,2,1,5.0,135.99
50261,1,9.0,Mobile Phone,1,19.0,Cash on Delivery,Male,2,5,Others,5,Married,4,1,10,2,5,3.0,183.59
50262,0,46.0,Mobile Phone,1,7.0,Credit Card,Male,4,3,Others,3,Single,6,0,16,1,2,2.0,160.08
50263,0,1.0,Mobile Phone,3,15.0,UPI,Female,2,3,Others,4,Single,2,0,11,2,9,2.0,206.15
50264,0,7.0,Mobile Phone,2,5.0,Credit Card,Female,2,2,Grocery,2,Married,2,0,15,2,1,8.0,117.96
50265,1,20.0,Mobile Phone,3,10.0,Cash on Delivery,Male,2,3,Mobile Phone,3,Divorced,1,0,20,4,5,1.0,132.06
50266,0,13.0,Computer,1,17.0,E-Wallet,Male,5,3,Grocery,4,Single,3,0,11,3,7,1.0,222.2
50267,0,11.0,Mobile Phone,2,5.0,Debit Card,Female,4,3,Grocery,3,Single,1,0,19,2,4,6.0,183.4
50268,0,12.0,Computer,2,18.0,Credit Card,Male,3,3,Others,5,Single,2,0,13,1,4,2.0,227.95
50269,0,4.0,Mobile Phone,1,14.0,E-Wallet,Male,3,2,Mobile Phone,4,Divorced,3,0,22,0,2,8.0,189.55
50270,0,3.0,Computer,2,19.0,Credit Card,Male,3,2,Fashion,3,Single,3,0,13,5,5,1.0,195.39
50271,0,16.0,Mobile Phone,2,16.0,Credit Card,Female,4,3,Mobile Phone,4,Single,2,0,11,4,4,5.0,162.62
50272,0,16.0,Mobile Phone,3,25.0,Credit Card,Male,3,2,Grocery,2,Single,2,0,17,2,7,0.0,167.25
50273,0,20.0,Computer,1,16.0,Cash on Delivery,Male,2,2,Laptop & Accessory,3,Single,3,0,13,2,3,2.0,213.58
50274,0,24.0,Mobile Phone,3,11.0,UPI,Male,2,6,Mobile Phone,3,Married,1,0,11,4,5,1.0,169.27
50275,0,7.0,Mobile Phone,3,15.0,Credit Card,Male,3,3,Others,3,Divorced,1,0,13,3,5,7.0,222.34
50276,0,6.0,Mobile Phone,3,19.0,Cash on Delivery,Male,3,3,Laptop & Accessory,4,Single,5,0,14,6,2,15.0,170.61
50277,1,16.0,Mobile Phone,3,15.0,Debit Card,Male,2,4,Fashion,3,Single,1,0,20,0,4,2.0,127.81
50278,0,10.0,Mobile Phone,1,15.0,UPI,Male,1,6,Fashion,4,Divorced,4,0,10,3,2,7.0,124.17
50279,0,12.0,Mobile Phone,2,9.0,Cash on Delivery,Female,4,3,Laptop & Accessory,4,Divorced,5,0,15,0,4,5.0,168.13
50280,1,15.0,Mobile Phone,3,9.0,Debit Card,Male,1,4,Fashion,3,Single,2,1,17,2,1,15.0,211.63
50281,0,22.0,Mobile Phone,2,5.0,UPI,Male,3,3,Laptop & Accessory,4,Single,2,1,15,1,3,7.0,148.4
50282,0,7.0,Computer,1,28.0,Cash on Delivery,Female,5,3,Grocery,2,Divorced,3,0,20,4,5,0.0,204.27
50283,0,4.0,Mobile Phone,3,5.0,Debit Card,Female,3,3,Laptop & Accessory,2,Married,5,0,14,3,3,5.0,179.03
50284,0,0.0,Mobile Phone,2,9.0,Cash on Delivery,Female,2,4,Grocery,3,Divorced,6,0,14,4,2,3.0,199.25
50285,0,8.0,Computer,3,9.0,Debit Card,Male,3,4,Others,2,Single,4,1,17,0,2,0.0,163.41
50286,1,0.0,Mobile Phone,2,22.0,Credit Card,Male,4,3,Others,1,Married,1,0,15,1,5,1.0,182.32
50287,1,6.0,Mobile Phone,3,12.0,Credit Card,Female,3,2,Fashion,4,Married,3,1,13,1,1,11.0,212.55
50288,0,7.0,Mobile Phone,3,24.0,UPI,Female,5,3,Laptop & Accessory,3,Divorced,2,0,17,0,1,11.0,174.31
50289,0,3.0,Mobile Phone,2,9.0,Debit Card,Male,1,2,Grocery,3,Divorced,2,0,12,4,3,7.0,154.01
50290,1,8.0,Mobile Phone,1,17.0,Credit Card,Male,3,3,Others,5,Single,1,1,12,1,4,18.0,102.29
50291,0,0.0,Mobile Phone,1,8.0,UPI,Female,3,4,Others,4,Married,1,0,12,2,1,7.0,196.66
50292,0,0.0,Mobile Phone,2,32.0,E-Wallet,Male,4,4,Others,5,Single,4,0,20,2,7,0.0,144.13
50293,0,17.0,Computer,3,5.0,Credit Card,Male,2,4,Fashion,1,Married,2,0,10,0,1,1.0,154.18
50294,0,7.0,Mobile Phone,2,17.0,Credit Card,Male,4,4,Others,4,Married,2,0,16,0,2,0.0,132.17
50295,0,1.0,Mobile Phone,1,20.0,Cash on Delivery,Female,3,3,Mobile Phone,5,Divorced,2,0,15,2,2,0.0,165.8
50296,0,7.0,Mobile Phone,1,18.0,E-Wallet,Female,2,4,Fashion,4,Single,5,0,10,2,5,1.0,258.9
50297,0,14.0,Mobile Phone,2,13.0,Debit Card,Female,2,3,Laptop & Accessory,4,Single,4,1,16,0,3,3.0,189.08
50298,0,2.0,Mobile Phone,2,13.0,UPI,Male,4,2,Mobile Phone,3,Single,2,0,16,1,2,8.0,149.23
50299,1,9.0,Mobile Phone,3,15.0,E-Wallet,Male,2,1,Fashion,1,Single,1,1,17,1,4,8.0,156.75
50300,0,0.0,Mobile Phone,2,13.0,Debit Card,Male,2,2,Fashion,3,Single,2,0,10,0,2,4.0,117.45
50301,1,0.0,Mobile Phone,1,22.0,Credit Card,Female,2,3,Grocery,3,Divorced,5,0,20,3,2,11.0,129.78
50302,0,7.0,Mobile Phone,2,32.0,UPI,Female,4,3,Mobile Phone,5,Married,3,0,12,3,5,3.0,123.42
50303,0,7.0,Mobile Phone,3,10.0,UPI,Female,3,4,Mobile Phone,2,Married,3,0,17,2,2,9.0,185.81
50304,0,10.0,Computer,2,5.0,E-Wallet,Male,3,2,Mobile Phone,5,Divorced,3,0,17,2,4,2.0,192.87
50305,1,12.0,Computer,1,14.0,Cash on Delivery,Female,2,2,Others,5,Divorced,2,1,11,1,1,1.0,178.1
50306,0,37.0,Mobile Phone,1,33.00999999999999,Debit Card,Male,3,5,Others,2,Married,4,0,17,3,8,11.0,189.79
50307,0,7.0,Mobile Phone,3,8.0,E-Wallet,Male,3,2,Laptop & Accessory,3,Single,3,0,13,4,1,2.0,144.35
50308,0,3.0,Mobile Phone,1,28.0,Cash on Delivery,Male,4,3,Laptop & Accessory,5,Single,1,0,10,1,5,3.0,129.07
50309,0,15.0,Mobile Phone,1,28.0,Cash on Delivery,Male,4,3,Laptop & Accessory,5,Married,1,0,19,2,2,1.0,128.82
50310,0,3.0,Mobile Phone,1,10.0,Cash on Delivery,Female,1,3,Others,3,Married,3,1,11,2,5,4.0,127.04
50311,0,5.0,Computer,3,19.0,UPI,Male,3,2,Grocery,3,Married,6,0,11,0,1,23.0,189.35
50312,0,0.0,Mobile Phone,1,28.0,Debit Card,Female,1,2,Laptop & Accessory,3,Married,2,0,13,4,4,0.0,255.55
50313,0,0.0,Computer,3,11.0,Debit Card,Male,3,2,Fashion,4,Divorced,5,0,16,3,3,10.0,133.11
50314,1,32.0,Mobile Phone,2,13.0,E-Wallet,Male,2,3,Others,2,Married,4,0,14,2,3,0.0,161.32
50315,0,18.0,Mobile Phone,2,10.0,Credit Card,Male,2,3,Grocery,4,Divorced,2,0,17,3,2,3.0,183.12
50316,0,11.0,Mobile Phone,3,6.0,E-Wallet,Male,2,2,Fashion,1,Divorced,1,0,10,3,2,0.0,163.84
50317,0,5.0,Computer,1,9.0,Debit Card,Male,3,3,Fashion,1,Single,1,0,12,2,2,6.0,188.32
50318,1,1.0,Mobile Phone,1,5.0,UPI,Male,2,4,Others,3,Single,4,0,14,4,5,0.0,151.98
50319,0,1.0,Computer,1,15.0,E-Wallet,Male,3,1,Mobile Phone,3,Single,1,0,22,2,4,3.0,147.79
50320,0,2.0,Mobile Phone,2,8.0,Credit Card,Female,3,3,Grocery,3,Married,2,1,14,0,2,1.0,167.71
50321,0,7.0,Mobile Phone,3,16.0,E-Wallet,Female,1,4,Others,3,Married,3,1,19,2,4,0.0,188.06
50322,1,12.0,Computer,3,5.0,Cash on Delivery,Female,3,2,Mobile Phone,3,Single,4,0,15,2,6,6.0,226.3
50323,0,10.0,Mobile Phone,3,17.0,Credit Card,Male,2,3,Others,2,Divorced,1,0,13,2,6,1.0,190.07
50324,1,3.0,Computer,3,21.0,Cash on Delivery,Male,3,3,Others,3,Single,2,0,14,3,2,1.0,164.91
50325,0,30.0,Mobile Phone,3,5.0,UPI,Male,3,4,Fashion,5,Divorced,2,0,14,2,1,1.0,208.23
50326,1,13.0,Computer,3,17.0,Debit Card,Female,2,4,Others,3,Married,3,1,17,3,2,3.0,215.0
50327,0,8.0,Mobile Phone,1,24.0,E-Wallet,Male,1,3,Mobile Phone,3,Single,4,0,20,1,2,4.0,162.87
50328,0,9.0,Mobile Phone,1,5.0,E-Wallet,Male,2,4,Fashion,4,Single,1,1,16,1,4,0.0,169.16
50329,0,5.0,Mobile Phone,3,28.0,Cash on Delivery,Female,4,3,Mobile Phone,5,Single,4,1,19,0,2,1.0,157.92
50330,0,2.0,Mobile Phone,2,18.0,Cash on Delivery,Male,3,3,Mobile Phone,2,Single,3,0,11,6,3,2.0,207.84
50331,0,4.0,Computer,3,9.0,Debit Card,Female,3,3,Fashion,4,Married,3,0,13,2,3,1.0,177.97
50332,1,14.0,Mobile Phone,1,14.0,E-Wallet,Male,3,2,Mobile Phone,4,Single,3,0,12,6,4,9.0,118.78
50333,0,0.0,Mobile Phone,1,19.0,Debit Card,Male,2,4,Laptop & Accessory,4,Married,2,0,16,2,2,6.0,191.25
50334,0,1.0,Mobile Phone,1,15.0,Cash on Delivery,Female,3,3,Others,1,Single,1,0,13,1,2,4.0,234.59
50335,1,0.0,Mobile Phone,1,19.0,Cash on Delivery,Male,3,3,Fashion,4,Single,3,0,17,1,2,1.0,237.74
50336,1,0.0,Mobile Phone,3,7.0,Credit Card,Male,2,5,Fashion,1,Married,3,1,11,0,1,5.0,155.84
50337,0,19.0,Mobile Phone,1,16.0,Cash on Delivery,Male,2,1,Laptop & Accessory,4,Married,3,0,15,2,4,8.0,147.14
50338,0,12.0,Mobile Phone,2,5.0,Cash on Delivery,Female,2,3,Laptop & Accessory,4,Married,2,0,17,2,1,4.0,250.91
50339,0,6.0,Computer,1,14.0,Debit Card,Female,3,2,Laptop & Accessory,2,Single,5,0,10,3,4,6.0,237.67
50340,0,1.0,Mobile Phone,1,7.0,Credit Card,Female,5,4,Laptop & Accessory,4,Single,3,0,23,2,7,6.0,193.69
50341,0,6.0,Computer,1,9.0,Credit Card,Female,1,4,Grocery,1,Single,1,0,13,0,4,3.0,106.51
50342,0,6.0,Mobile Phone,3,24.0,E-Wallet,Male,3,3,Fashion,4,Married,2,1,10,1,2,1.0,150.75
50343,0,1.0,Mobile Phone,3,23.0,UPI,Male,2,4,Mobile Phone,3,Single,4,0,15,2,2,6.0,131.26
50344,0,5.0,Mobile Phone,2,19.0,E-Wallet,Male,5,3,Fashion,2,Married,4,0,15,2,6,1.0,247.49
50345,0,5.0,Mobile Phone,3,6.0,E-Wallet,Female,2,4,Fashion,1,Divorced,2,0,14,2,1,6.0,113.98
50346,0,9.0,Mobile Phone,3,12.0,E-Wallet,Male,3,3,Fashion,5,Single,5,0,18,0,2,7.0,247.15
50347,0,10.0,Computer,1,24.0,Credit Card,Female,3,3,Laptop & Accessory,1,Divorced,2,1,17,3,3,7.0,170.78
50348,0,0.0,Mobile Phone,1,16.0,Debit Card,Female,3,5,Laptop & Accessory,2,Single,2,0,16,3,2,2.0,127.09
50349,0,4.0,Computer,1,33.0,Cash on Delivery,Female,3,2,Grocery,3,Married,5,1,16,3,6,0.0,214.47
50350,0,9.0,Mobile Phone,1,18.0,Credit Card,Male,2,2,Fashion,4,Married,5,0,14,1,3,0.0,200.18
50351,0,6.0,Mobile Phone,1,16.0,Cash on Delivery,Male,2,3,Others,3,Single,3,0,22,3,3,6.0,124.35
50352,0,19.0,Mobile Phone,1,12.0,Cash on Delivery,Male,2,5,Grocery,1,Divorced,5,0,10,1,4,9.0,173.99
50353,0,10.0,Computer,1,16.0,UPI,Male,2,3,Laptop & Accessory,2,Single,1,0,15,1,1,3.0,230.02
50354,0,1.0,Mobile Phone,3,13.0,E-Wallet,Female,3,2,Fashion,2,Single,5,0,15,1,3,0.0,158.6
50355,1,0.0,Computer,3,20.0,UPI,Male,2,3,Laptop & Accessory,2,Married,2,1,18,2,4,12.0,242.19
50356,0,10.0,Mobile Phone,1,22.0,E-Wallet,Female,2,3,Mobile Phone,3,Divorced,1,0,11,3,8,20.0,145.21
50357,1,0.0,Mobile Phone,3,8.0,Credit Card,Female,3,2,Laptop & Accessory,4,Divorced,2,0,10,4,3,2.0,110.12
50358,0,8.0,Mobile Phone,3,5.0,Cash on Delivery,Female,5,4,Laptop & Accessory,2,Single,2,0,15,2,1,4.0,176.81
50359,0,28.0,Computer,1,5.0,UPI,Male,3,6,Grocery,3,Married,2,0,16,1,4,6.0,116.57
50360,0,8.0,Mobile Phone,2,19.0,Credit Card,Male,1,3,Mobile Phone,3,Single,2,0,20,4,1,5.0,180.0
50361,0,4.0,Mobile Phone,1,6.0,Credit Card,Male,1,3,Others,5,Married,1,0,10,2,3,15.0,175.21
50362,0,10.0,Computer,1,5.0,E-Wallet,Male,5,3,Others,5,Married,2,0,19,0,1,0.0,144.64
50363,0,6.0,Mobile Phone,2,18.0,Cash on Delivery,Male,2,2,Others,4,Single,3,0,24,0,6,3.0,250.15
50364,1,7.0,Computer,1,33.00999999999999,E-Wallet,Male,1,4,Fashion,2,Married,2,0,13,1,3,5.0,174.84
50365,0,28.0,Computer,1,14.0,E-Wallet,Female,3,3,Others,1,Divorced,2,0,10,0,3,9.0,209.57
50366,0,4.0,Mobile Phone,1,21.0,Credit Card,Male,3,3,Fashion,3,Married,4,0,13,1,5,9.0,212.15
50367,0,32.0,Computer,3,15.0,E-Wallet,Male,3,4,Laptop & Accessory,2,Married,5,0,15,3,6,17.0,245.44
50368,1,23.0,Mobile Phone,3,14.0,Debit Card,Male,2,3,Others,3,Single,4,1,17,2,1,3.0,126.62
50369,0,2.0,Mobile Phone,3,22.0,Cash on Delivery,Female,1,3,Grocery,4,Divorced,2,0,12,3,3,7.0,104.7
50370,0,0.0,Mobile Phone,3,12.0,E-Wallet,Female,5,2,Mobile Phone,5,Single,4,0,21,3,2,2.0,243.96
50371,0,1.0,Mobile Phone,3,17.0,E-Wallet,Male,2,4,Mobile Phone,4,Married,1,0,10,2,3,2.0,198.24
50372,0,0.0,Mobile Phone,1,17.0,UPI,Female,3,5,Laptop & Accessory,3,Married,1,0,10,0,3,1.0,180.05
50373,1,0.0,Mobile Phone,3,9.0,Cash on Delivery,Female,3,3,Mobile Phone,4,Married,2,1,19,1,3,7.0,169.67
50374,0,11.0,Mobile Phone,3,22.0,Cash on Delivery,Female,3,5,Mobile Phone,3,Single,4,0,10,1,1,19.0,162.57
50375,0,0.0,Mobile Phone,1,13.0,E-Wallet,Male,2,2,Laptop & Accessory,1,Single,2,1,14,1,1,1.0,209.45
50376,1,3.0,Mobile Phone,2,8.0,Debit Card,Female,2,3,Laptop & Accessory,4,Married,1,1,27,1,1,0.0,117.25
50377,0,18.0,Mobile Phone,2,19.0,UPI,Male,3,3,Laptop & Accessory,1,Single,1,0,14,0,4,7.0,194.09
50378,0,0.0,Computer,1,7.0,Debit Card,Female,4,3,Grocery,3,Married,5,0,10,0,1,4.0,216.25
50379,1,16.0,Mobile Phone,1,15.0,E-Wallet,Male,4,3,Laptop & Accessory,3,Single,3,0,14,1,2,14.0,204.73
50380,0,3.0,Mobile Phone,1,14.0,Cash on Delivery,Female,2,3,Laptop & Accessory,4,Single,2,0,14,1,1,1.0,172.14
50381,0,1.0,Mobile Phone,3,23.0,Cash on Delivery,Female,2,2,Laptop & Accessory,4,Single,3,0,15,0,3,0.0,174.89
50382,0,11.0,Mobile Phone,1,18.0,Debit Card,Male,4,3,Others,3,Single,3,0,17,5,1,3.0,226.43
50383,0,9.0,Mobile Phone,1,14.0,Credit Card,Female,3,2,Others,4,Married,3,0,10,1,2,0.0,198.28
50384,0,20.0,Mobile Phone,1,21.0,E-Wallet,Male,4,4,Grocery,2,Married,2,0,21,3,2,1.0,245.21
50385,1,13.0,Mobile Phone,3,26.0,Cash on Delivery,Male,2,2,Grocery,3,Married,5,0,15,0,4,0.0,105.29
50386,0,16.0,Mobile Phone,3,19.0,Credit Card,Male,3,2,Mobile Phone,4,Single,2,1,17,2,3,1.0,211.27
50387,0,3.0,Mobile Phone,2,15.0,Cash on Delivery,Female,3,3,Others,4,Single,3,0,12,0,1,0.0,142.55
50388,1,1.0,Mobile Phone,1,5.0,Cash on Delivery,Male,3,3,Grocery,5,Single,1,1,20,1,4,13.0,172.08
50389,0,13.0,Computer,2,6.0,Credit Card,Female,3,4,Grocery,2,Single,2,0,13,1,2,1.0,230.04
50390,0,16.0,Mobile Phone,3,12.0,Debit Card,Female,1,3,Mobile Phone,4,Married,2,0,16,2,3,2.0,134.91
50391,0,46.0,Mobile Phone,3,10.0,E-Wallet,Female,3,3,Laptop & Accessory,4,Divorced,3,0,11,2,4,10.0,259.62
50392,0,5.0,Mobile Phone,3,13.0,Credit Card,Female,2,4,Fashion,5,Divorced,1,0,11,2,2,5.0,219.23
50393,0,4.0,Mobile Phone,1,15.0,Credit Card,Male,3,3,Mobile Phone,2,Married,4,0,17,1,3,4.0,198.17
50394,0,14.0,Computer,1,19.0,Cash on Delivery,Male,5,2,Fashion,4,Married,2,0,13,4,4,5.0,137.72
50395,0,4.0,Mobile Phone,1,14.0,Credit Card,Male,2,3,Mobile Phone,4,Divorced,3,1,11,1,2,7.0,167.81
50396,1,26.0,Mobile Phone,3,18.0,E-Wallet,Female,4,5,Mobile Phone,2,Married,4,0,12,1,2,9.0,160.66
50397,0,19.0,Mobile Phone,2,15.0,Debit Card,Male,2,3,Laptop & Accessory,3,Married,3,0,17,1,3,4.0,125.71
50398,1,5.0,Mobile Phone,3,5.0,Debit Card,Male,3,2,Grocery,3,Married,4,1,12,1,8,9.0,218.75
50399,0,13.0,Mobile Phone,3,7.0,Debit Card,Female,5,2,Others,4,Married,3,0,14,0,5,3.0,158.83
50400,0,14.0,Computer,3,13.0,E-Wallet,Male,2,2,Mobile Phone,5,Married,2,0,15,4,2,1.0,167.98
50401,0,1.0,Mobile Phone,1,5.0,Cash on Delivery,Female,1,3,Laptop & Accessory,4,Married,4,0,10,2,3,9.0,170.0
50402,0,23.0,Mobile Phone,1,19.0,E-Wallet,Male,3,3,Fashion,4,Married,2,1,10,3,2,3.0,166.43
50403,1,7.0,Mobile Phone,3,27.0,Credit Card,Male,1,2,Grocery,3,Married,3,0,16,4,1,10.0,196.22
50404,0,17.0,Mobile Phone,3,24.0,UPI,Male,3,5,Mobile Phone,1,Single,4,0,12,3,3,0.0,150.09
50405,0,3.0,Mobile Phone,2,13.0,UPI,Male,4,4,Fashion,2,Married,2,0,19,1,2,2.0,215.73
50406,1,22.0,Mobile Phone,3,26.0,UPI,Female,3,3,Mobile Phone,3,Single,2,1,18,3,4,3.0,151.16
50407,0,4.0,Mobile Phone,1,16.0,Debit Card,Male,2,4,Others,3,Divorced,2,0,17,1,1,1.0,173.86
50408,1,0.0,Mobile Phone,1,12.0,E-Wallet,Male,3,2,Others,2,Single,4,1,22,0,3,12.0,122.74
50409,0,23.0,Mobile Phone,1,10.0,E-Wallet,Female,3,3,Grocery,3,Single,5,0,14,3,3,13.0,217.87
50410,1,0.0,Mobile Phone,3,12.0,Debit Card,Female,1,3,Fashion,3,Married,3,1,17,1,2,9.0,228.03
50411,0,3.0,Mobile Phone,2,11.0,Credit Card,Female,3,4,Others,2,Married,3,0,12,2,2,3.0,203.63
50412,0,29.0,Mobile Phone,2,16.0,UPI,Female,3,4,Laptop & Accessory,3,Single,5,0,24,3,4,4.0,181.82
50413,1,30.0,Mobile Phone,1,16.0,UPI,Female,3,2,Grocery,1,Single,1,1,22,0,3,9.0,173.55
50414,0,8.0,Mobile Phone,1,15.0,Debit Card,Male,2,5,Mobile Phone,5,Divorced,2,0,15,3,4,3.0,112.51
50415,0,9.0,Computer,3,18.0,UPI,Female,3,2,Fashion,5,Single,4,0,16,1,2,4.0,120.81
50416,0,5.0,Computer,1,24.0,Cash on Delivery,Male,1,4,Fashion,4,Single,4,0,20,2,2,18.0,205.02
50417,1,3.0,Computer,3,22.0,E-Wallet,Male,2,5,Laptop & Accessory,1,Married,5,0,14,0,2,5.0,167.77
50418,1,3.0,Computer,3,5.0,UPI,Male,4,2,Others,4,Married,2,0,12,1,6,16.0,120.63
50419,0,11.0,Computer,3,5.0,UPI,Male,3,4,Fashion,4,Married,1,0,18,0,1,0.0,118.79
50420,0,13.0,Computer,3,22.0,Cash on Delivery,Male,1,1,Laptop & Accessory,4,Married,2,0,15,1,2,0.0,200.4
50421,0,15.0,Computer,1,5.0,Credit Card,Male,2,3,Laptop & Accessory,1,Divorced,2,0,15,3,4,2.0,209.96
